Año,D F,Reportado?,Categorías IPCC 2006,CO2-Absorciones en Gg,CO2 -Emisiones en Gg,CH4-Emisiones en Gg,N2O-Emisiones en Gg,HFC-32-Emisiones en Gg,HFC-125-Emisiones en Gg,HFC-134a-Emisiones en Gg,HFC-143a-Emisiones en Gg,HFC-152a-Emisiones en Gg,HFC-227ea-Emisiones en Gg,PFCs-Emisiones en Gg,SF6-Emisiones en Gg,NOX-Precursores en Gg,CO-Precursores en Gg,COVDM-Precursores en Gg,SO2-Precursores en Gg,CO2-Absorciones en Gg de CO2eq,CO2-Emisiones en Gg de CO2eq,CH4-Emisiones en Gg de CO2eq,N2O-Emisiones en Gg de CO2eq,HFC-32-Emisiones en Gg de CO2eq,HFC-125-Emisiones en Gg de CO2eq,HFC-134a-Emisiones en Gg de CO2eq,HFC-143a-Emisiones en Gg de CO2eq,HFC-152a-Emisiones en Gg de CO2eq,HFC-227ea-Emisiones en Gg de CO2eq,PFCs-Emisiones en Gg de CO2eq,SF6-Emisiones en Gg de CO2eq,Absorciones Totales.Gg de CO2eq,Emisiones totales (ΣGEI)-Gg de CO2eq,Con todas las emisiones y absorciones-Gg de CO2eq
1990,F,SI,1B2aiii   Todos los demás,NA,55.24,3.08,2.01E-06,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,"1,031.11",NE,NA,55.24,64.68,6.25E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.92,119.92
1990,X,SI,1B2aiii1   Exploración,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NE,NE,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,D,SI,1B2aiii2   Producción y refinación,NA,54.83,2.60,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,956.39,NE,NA,54.83,54.63,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.46,109.46
1990,D,SI,1B2aiii3   Transporte,NA,4.11E-01,1.85E-01,2.01E-06,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,1.85,NE,NA,4.11E-01,3.89,6.25E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30,4.30
1990,D,SI,1B2aiii4   Refinación,NA,NE,2.93E-01,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,17.49,NE,NA,NE,6.16,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,6.16
1990,D,SI,1B2aiii5   Distribución de productos de petróleo,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,55.38,NE,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,X,SI,1B2aiii6   Otros,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,F,SI,1B2b   Gas Natural,NA,37.03,61.47,1.31E-04,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,3.48,NE,NA,37.03,"1,290.81",4.07E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,327.88","1,327.88"
1990,D,SI,1B2bi   Venteo,NA,28.60,1.63,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,0.03,NE,NA,28.60,34.27,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.87,62.87
1990,D,SI,1B2bii   Quema en antorcha,NA,7.49,4.72E-03,1.31E-04,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,0.00,NE,NA,7.49,9.91E-02,4.07E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,7.63
1990,F,SI,1B2biii   Todos los demás,NA,9.50E-01,59.83,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,3.44,NE,NA,9.50E-01,"1,256.43",NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,257.39","1,257.39"
1990,X,SI,1B2biii1   Exploración,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NE,NE,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,D,SI,1B2biii2   Producción,NA,4.79E-01,49.32,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,3.19,NE,NA,4.79E-01,"1,035.63",NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,036.11","1,036.11"
1990,D,SI,1B2biii3   Procesamiento,NA,6.71E-02,2.12E-01,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,0.10,NE,NA,6.71E-02,4.45,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,4.52
1990,D,SI,1B2biii4   Transmisión y almacenamiento,NA,6.77E-03,2.81,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,0.05,NE,NA,6.77E-03,58.97,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.98,58.98
1990,D,SI,1B2biii5   Distribución,NA,3.98E-01,7.49,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,0.11,NE,NA,3.98E-01,157.38,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.78,157.78
1990,X,SI,1B2biii6   Otros,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,1.B.3   Otras emisiones provenientes de la producción de energía,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,1.C   Transporte y almacenamiento de dióxido de carbono,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,F,SI,1.C.1   Transporte de CO2,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,1C1a    Gasoductos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,1C1b    Embarcaciones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,1C1c    Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,1.C.2   Inyección y almacenamiento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,1C2a    Inyección,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,1C2b    Almacenamiento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,1.C.3 Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,2 - Procesos Industriales y Uso de Productos,NA,"4,052.13",2.82E-02,1.00,NO,NO,NO,NO,NO,NO,NE,1.74E-03,7.35E-01,5.71,199.29,60.37,0.00,"4,052.13",5.93E-01,308.57,NO,NO,NO,NO,NO,NO,NE,41.70,NA,"4,402.99","4,402.99"
1990,D,SI,2.A.1  Producción de cemento,NA,"2,722.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,722.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,722.41","2,722.41"
1990,D,SI,2.A.2 - Producción de cal,NA,62.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.80,62.80
1990,D,SI,2.A.3 - Producción de vidrio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,2.A.4 - Otros usos de carbonatos en los procesos,NA,44.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.24,44.24
1990,X,SI,2A4a Cerámicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2A4b Otros usos de la ceniza de sosa,NA,44.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.24,44.24
1990,X,SI,2A4c Producción de magnesia no metalúrgica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2A4d Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.A.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,2.B - Industria Química,NA,288.35,0.00,1.00,NA,NA,NA,NA,NA,NA,NA,NA,3.68E-01,1.15,3.93,1.57,NA,288.35,8.02E-02,308.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.00,597.00
1990,D,SI,2.B.1 - Producción de amoníaco,NA,185.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63E-01,NA,3.28E-03,NA,185.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.16,185.16
1990,D,SI,2.B.2 - Producción de ácido nítrico,NA,NA,NA,7.61E-01,NA,NA,NA,NA,NA,NA,NA,NA,3.56E-01,NA,NA,NA,NA,NA,NA,235.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.83,235.83
1990,X,SI,2.B.3 - Producción de ácido adípico,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,D,SI,2.B.4 - Producción de caprolactama. glioxil y ácido glioxílico,NA,NA,NA,2.35E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.74,72.74
1990,X,SI,2.B.5 - Producción de carburo,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,D,SI,2.B.6 - Producción de dióxido de titanio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.B.7 - Producción de ceniza de sosa,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,F,SI,2.B.8 - Producción petroquímica y de negro de humo,NA,103.19,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16E-02,0.29,3.93,1.57,NA,103.19,8.02E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.28,103.28
1990,X,SI,2B8a Metanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2B8b Etileno,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,D,SI,2B8c Dicloruro de etileno y monómero cloruro de vinilo,NA,26.97,2.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.97,4.35E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.01,27.01
1990,X,SI,2B8d Óxido de etileno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2B8e Acrilonitrilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2B8f Negro de humo,NA,76.22,1.75E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.22,3.67E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.26,76.26
1990,X,SI,2B8g Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.B.9 - Producción fluoroquímica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2B9a Emisiones de productos derivados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2B9b Emisiones fugitivas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.B.10 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,2.C - Industria de los metales,NA,934.32,2.44E-02,NA,NA,NA,NO,NA,NA,NA,NO,NO,2.80E-02,7.01E-04,2.10E-02,3.15E-02,NA,934.32,5.12E-01,NA,NA,NA,NO,NA,NA,NA,NO,NO,NA,934.83,934.83
1990,D,SI,2.C.1 - Producción de hierro y acero,NA,614.99,2.44E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80E-02,7.01E-04,2.10E-02,3.15E-02,NA,614.99,5.12E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.50,615.50
1990,D,SI,2.C.2 - Producción de ferroaleaciones,NA,319.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.34,319.34
1990,X,SI,2.C.3 - Producción de aluminio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.C.4 - Producción de magnesio,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NO
1990,X,SI,2.C.5 - Producción de plomo,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,X,SI,2.C.6 - Producción de zinc,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.C.7 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,2.D - Uso  de productos no energéticos de combustibles y de solvente,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,D,SI,2.D.1 - Uso de lubricantes,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,D,SI,2.D.2 - Uso de cera de parafina,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,D,SI,2.D.3 - Uso de solventes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2.D.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.E - Industria electrónica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO
1990,X,SI,2.E.1 - Circuitos integrados o semiconductores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.E.2 - Pantalla plana tipo TFT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.E.3 - Celdas fotovoltaícas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.E.4 - Fluídos de transferencia térmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,X,SI,2.E.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1990,F,SI,2.F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,F,SI,2.F.1 - Refrigeración y aire acondicionado,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,F,SI,2F1a Refrigeración y  aire acondicionado estacionario,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2F1ai Refrigeración y  aire acondicionado estacionario - industria manufacturera,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - residencial,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - comercial,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,X,SI,2F1b Aire acondicionado móvil,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2F1bi Refrigeración movil (transporte refrigerado) - industria manufacturera,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2F1bii Aire acondicionado móvil,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1990,X,SI,2.F.2 - Agentes espumantes,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2.F.3 - Protección contra incendios,NA,NA,NA,NA,NA,NO,NO,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NO,NO,NA,NA,NO,NO
1990,D,SI,2.F.4 - Aerosoles,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
1990,D,SI,2.F.5 - Solventes,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NO,NA,NA,NO,NO
1990,X,SI,2.F.6 - Otras aplicaciones,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
1990,F,SI,2.G - Manufactura y utilización de otros productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,1.74E-03,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,41.70,NA,41.70,41.70
1990,F,SI,2.G.1 - Equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.70,NA,41.70,41.70
1990,X,SI,2G1a Manufactura de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2G1b Uso de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.70,NA,41.70,41.70
1990,X,SI,2G1c Eliminación de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.G.2 - SF6 y PFCs de otros usos de productos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NE,NE
1990,X,SI,2G2a Aplicaciones militares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2G2b Aceleradores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2G2c Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.G.3 - N2O de usos de productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1990,X,SI,2G3a Aplicaciones médicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2G3b Propulsor para productos presurizados y aerosoles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2G3c Otros (especificar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2.G.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.H - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26E-01,4.55,35.08,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2.H.1 - Industria de pulpa y el papel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26E-01,4.55,1.99,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,D,SI,2.H.2 -  Industria de la alimentación y bebidas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,X,SI,2.H.3 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,F,SI,3 - Agricultura. Silvicultura. y Otros Usos de la Tierra,"-6,900.02","122,230.23",892.51,5.50E+01,NA,NA,NA,NA,NA,NA,NA,NA,5.46E+00,291.41,NA,NA,"-6,900.02","122,230.23",1.87E+04,"17,051.83",NA,NA,NA,NA,NA,NA,NA,NA,"-6,900.02","158,024.82","151,124.80"
